
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-03,Patriots,Buccaneers,4,11:30,4,14,NWE 29,10-21,Lee Johnson punts 39 yards fair catch by Karl Williams,,-1.440,-1.070,.37,39,
2000-09-03,Buccaneers,Patriots,4,9:33,4,4,TAM 38,21-10,Mark Royals punts 42 yards fair catch by Troy Brown,,-0.850,-0.280,.57,42,
2000-09-03,Patriots,Buccaneers,4,6:16,4,6,NWE 49,10-21,Lee Johnson punts 40 yards returned by Karl Williams for 2 yards (tackle by Tony George),,-0.130,0.320,.45,40,2
2000-09-03,Buccaneers,Patriots,4,4:29,4,1,TAM 22,21-10,Mark Royals punts 49 yards returned by Troy Brown for 11 yards (tackle by Rabih Abdullah),,-1.900,-1.600,.30,49,11
2000-09-03,Buccaneers,Patriots,4,2:00,4,18,TAM 12,21-16,Mark Royals punts 33 yards fair catch by Troy Brown,,-2.490,-2.590,-0.10,33,
2000-09-03,Giants,Cardinals,4,3:44,4,4,CRD 48,21-3,Brad Maynard punts 33 yards returned by MarTay Jenkins for 1 yard (tackle by Ron Dixon),,0.070,0.140,.07,33,1
2000-09-03,Ravens,Steelers,4,7:39,4,1,RAV 35,16-0,Kyle Richardson punts 40 yards fair catch by Troy Edwards,,-1.040,-0.670,.37,40,
2000-09-03,Ravens,Steelers,4,0:50,4,13,RAV 48,16-0,Kyle Richardson punts 51 yards,,-0.190,0.380,.57,51,
2000-09-03,Raiders,Chargers,4,9:41,4,1,RAI 40,2-6,Shane Lechler punts 38 yards fair catch by Jeff Graham,,-0.720,-0.410,.31,38,
2000-09-03,Chargers,Raiders,4,7:30,4,13,SDG 19,6-2,Darren Bennett punts 41 yards returned by Darrien Gordon for 7 yards (tackle by Reggie Davis),,-2.140,-2.060,.08,41,7
2000-09-03,Panthers,Redskins,4,12:14,4,25,CAR 2,10-17,Ken Walter punts 37 yards returned by Deion Sanders for -1 yards (tackle by Brian Kinchen),,-2.490,-2.920,-0.43,37,-1
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-10,Buccaneers,Bears,1,9:03,4,5,TAM 8,0-0,Mark Royals punts 41 yards muffed catch by Glyn Milburn recovered by Glyn Milburn and returned for no gain,0,-2.490,-2.460,.03,41,
2000-09-10,Packers,Bills,1,11:27,4,1,GNB 33,0-0,Josh Bidwell punts 52 yards,,-1.180,0.220,1.40,52,
2000-09-10,Bills,Packers,1,4:20,4,21,BUF 49,0-0,Chris Mohr punts 51 yards touchback,,-0.130,-0.280,-0.15,51,
2000-09-10,Packers,Bills,1,1:31,4,2,GNB 43,0-0,Josh Bidwell punts 46 yards returned by Chris Watson for -1 yards (tackle by Na'il Diggs),,-0.520,0.380,.90,46,-1
2000-09-10,Bengals,Browns,1,9:19,4,6,CIN 36,0-0,Daniel Pope punts 29 yards,,-0.980,-1.270,-0.29,29,
2000-09-10,Browns,Bengals,1,8:26,4,8,CLE 37,0-0,Chris Gardocki punts 43 yards returned by Craig Yeast for 9 yards (tackle by Lenoy Jones),,-0.910,-0.870,.04,43,9
2000-09-10,Bengals,Browns,1,7:32,4,6,CIN 33,0-0,Daniel Pope punts 43 yards fair catch by Dennis Northcutt,,-1.180,-0.540,.64,43,
2000-09-10,Raiders,Colts,1,8:50,4,7,RAI 19,0-7,Shane Lechler punts 59 yards returned by Payton Williams for 16 yards (tackle by Jeremy Brigham),,-2.140,-1.470,.67,59,16
2000-09-10,Cowboys,Cardinals,1,9:17,4,1,DAL 40,0-3,Micah Knorr punts 58 yards,,-0.720,0.380,1.10,58,
2000-09-10,Cardinals,Cowboys,1,6:57,4,3,CRD 9,3-6,Scott Player punts 55 yards returned by Wane McGarity for 64 yards touchdown,,-2.490,-7.000,-4.51,55,64
2000-09-10,Falcons,Broncos,1,12:55,4,9,ATL 21,0-0,Dan Stryzinski punts 27 yards,,-1.960,-2.390,-0.43,27,
2000-09-10,Falcons,Broncos,1,6:17,4,5,ATL 31,0-10,Dan Stryzinski punts 43 yards,,-1.310,-0.740,.57,43,
2000-09-10,Falcons,Broncos,1,0:43,4,7,ATL 34,0-13,Dan Stryzinski punts 45 yards returned by Deltha O'Neal for 5 yards (tackle by Darrick Vaughn),,-1.110,-0.670,.44,45,5
2000-09-10,Redskins,Lions,1,8:47,4,5,DET 49,0-3,Tommy Barnhardt punts 28 yards fair catch by Desmond Howard,,0.000,-0.340,-0.34,28,
2000-09-10,Lions,Redskins,1,4:32,4,16,DET 15,3-0,John Jett punts 47 yards returned by Deion Sanders for 4 yards (tackle by Brock Olivo),,-2.440,-1.730,.71,47,4
2000-09-10,Vikings,Dolphins,1,11:59,4,18,MIN 33,0-0,Mitch Berger punts 54 yards returned by Leslie Shepherd for 6 yards (tackle by Chris Walsh),,-1.180,-0.150,1.03,54,6
2000-09-10,Dolphins,Vikings,1,8:51,4,4,MIA 43,0-0,Matt Turk punts 45 yards returned by David Palmer for 3 yards (tackle by Robert Jones),,-0.520,0.220,.74,45,3
2000-09-10,Dolphins,Vikings,1,0:36,4,1,MIA 23,0-3,Matt Turk punts 50 yards returned by David Palmer for 7 yards (tackle by Larry Izzo),,-1.830,-1.200,.63,50,7
2000-09-10,Chiefs,Titans,1,15:00,4,4,KAN 35,0-0,Todd Sauerbrun punts 37 yards,,-1.040,-0.810,.23,37,
2000-09-10,Titans,Chiefs,1,13:23,4,6,KAN 41,0-0,Craig Hentrich punts 36 yards,,0.530,0.380,-0.15,36,
2000-09-10,Chiefs,Titans,1,9:56,4,11,KAN 19,0-0,Todd Sauerbrun punts 44 yards returned by Derrick Mason for 16 yards (tackle by Lewis Bush),,-2.140,-2.460,-0.32,44,16
2000-09-10,Giants,Eagles,1,9:31,4,6,PHI 39,0-0,Brad Maynard punts 39 yards touchback,,0.660,-0.280,-0.94,39,
2000-09-10,Eagles,Giants,1,9:17,4,9,PHI 21,0-0,Sean Landeta punts 59 yards returned by Tiki Barber for 15 yards (tackle by Mike Bartrum),,-1.960,-1.270,.69,59,15
2000-09-10,Eagles,Giants,1,2:35,4,3,PHI 26,0-3,Sean Landeta punts 54 yards returned by Tiki Barber for 4 yards (tackle by Ike Reese),,-1.630,-0.540,1.09,54,4
2000-09-10,Ravens,Jaguars,1,9:28,4,6,RAV 23,0-3,Kyle Richardson punts 20 yards,,-1.830,-2.720,-0.89,20,
2000-09-10,Ravens,Jaguars,1,5:28,4,1,RAV 33,0-10,Kyle Richardson punts 46 yards returned by Reggie Barlow for 2 yards (tackle by Anthony Davis),,-1.180,-0.480,.70,46,2
2000-09-10,Ravens,Jaguars,1,0:17,4,8,RAV 41,0-17,Kyle Richardson punts 46 yards returned by Reggie Barlow for 15 yards. Penalty on Brant Boyer: Illegal Block Above the Waist 10 yards,,-0.650,0.380,1.03,46,15
2000-09-10,Saints,Chargers,1,13:27,4,4,NOR 44,0-0,Toby Gowin punts 37 yards,,-0.460,-0.150,.31,37,
2000-09-10,Chargers,Saints,1,11:43,4,4,SDG 45,0-0,Darren Bennett punts 43 yards returned by Chad Morton for no gain,,-0.390,0.350,.74,43,
2000-09-10,Saints,Chargers,1,8:37,4,18,NOR 16,0-0,Toby Gowin punts 44 yards returned by Nate Jacquet for 15 yards (tackle by Phil Clarke),,-2.390,-2.590,-0.20,44,15
2000-09-10,Rams,Seahawks,1,15:00,4,7,SEA 48,0-0,John Baker punts 37 yards returned by Charlie Rogers for 13 yards (tackle by Lorenzo Styles),,0.070,-0.540,-0.61,37,13
2000-09-10,49ers,Panthers,1,7:12,4,3,CAR 50,0-7,Chad Stanley punts 50 yards touchback,,-0.060,-0.280,-0.22,50,
2000-09-10,Buccaneers,Bears,1,14:09,4,21,TAM 12,0-0,Mark Royals punts 47 yards returned by Glyn Milburn for 4 yards (tackle by Alshermond Singleton),,-2.490,-1.930,.56,47,4
2000-09-10,Bears,Buccaneers,1,10:34,4,18,TAM 41,0-0,Brent Bartholomew punts 38 yards,,0.530,0.380,-0.15,38,
2000-09-10,Bears,Buccaneers,1,2:14,4,7,CHI 43,0-0,Brent Bartholomew punts 38 yards returned by Karl Williams for 1 yard (tackle by Khari Samuel),,-0.520,-0.280,.24,38,1
2000-09-10,Buccaneers,Bears,1,0:29,4,9,TAM 40,0-0,Mark Royals punts 51 yards returned by Glyn Milburn for 19 yards (tackle by Floyd Young),,-0.720,-0.810,-0.09,51,19
2000-09-11,Jets,Patriots,1,13:26,4,3,NYJ 24,0-0,Tom Tupa punts 51 yards returned by Troy Brown for 31 yards (tackle by Jerald Sowell),,-1.770,-2.650,-0.88,51,31
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-10,Browns,Bengals,2,13:18,4,10,CLE 27,7-7,Chris Gardocki punts 56 yards returned by Craig Yeast for 4 yards (tackle by Tarek Saleh). Craig Yeast fumbles recovered by Tyrone Rogers at CIN-16,0,-1.570,4.510,6.08,56,4
2000-09-11,Patriots,Jets,2,1:16,4,7,NWE 23,12-7,Lee Johnson punts 51 yards returned by Damon Dunn for 2 yards (tackle by Tedy Bruschi). Damon Dunn fumbles recovered by James Farrior at NYJ-26 (tackle by Shockmain Davis). Penalty on Chris Hayes: Offensive Holding 10 yards,0,-1.830,0.140,1.97,51,2
2000-09-10,Bills,Packers,2,14:21,4,11,GNB 49,0-0,Chris Mohr punts 22 yards,,0.000,-0.740,-0.74,22,
2000-09-10,Packers,Bills,2,10:30,4,4,BUF 49,0-0,Josh Bidwell punts 33 yards fair catch by Chris Watson,,0.000,0.140,.14,33,
2000-09-10,Bills,Packers,2,4:26,4,26,GNB 37,0-0,Chris Mohr punts 34 yards,,0.790,0.380,-0.41,34,
2000-09-10,Packers,Bills,2,2:25,4,1,GNB 12,0-0,Josh Bidwell punts 42 yards returned by Chris Watson for no gain,,-2.490,-1.990,.50,42,
2000-09-10,Browns,Bengals,2,8:52,4,15,CLE 28,14-7,Chris Gardocki punts 47 yards returned by Craig Yeast for 10 yards (tackle by Lenoy Jones),,-1.500,-1.270,.23,47,10
2000-09-10,Bengals,Browns,2,6:11,4,17,CIN 38,7-14,Daniel Pope punts 45 yards returned by Dennis Northcutt for 8 yards (tackle by Chris Carter),,-0.850,-0.610,.24,45,8
2000-09-10,Browns,Bengals,2,4:02,4,9,CLE 40,14-7,Chris Gardocki punts 54 yards returned by Craig Yeast for 5 yards (tackle by Tarek Saleh),,-0.720,0.370,1.09,54,5
2000-09-10,Bengals,Browns,2,3:34,4,10,CIN 11,7-14,Daniel Pope punts 49 yards returned by Dennis Northcutt for -3 yards (tackle by Damon Griffin),,-2.490,-1.400,1.09,49,-3
2000-09-10,Raiders,Colts,2,10:20,4,8,RAI 22,0-21,Shane Lechler punts 55 yards returned by Payton Williams for 6 yards (tackle by Bobby Brooks). Penalty on David Macklin: Offensive Holding (Offsetting) Penalty on Jerry Porter: Personal Foul (Offsetting),,-1.900,-0.870,1.03,55,6
2000-09-10,Cardinals,Cowboys,2,7:05,4,27,CRD 17,10-14,Scott Player punts 38 yards returned by Wane McGarity for 1 yard (tackle by David Barrett),,-2.320,-1.990,.33,38,1
2000-09-10,Falcons,Broncos,2,11:17,4,10,ATL 29,0-20,Dan Stryzinski punts 32 yards,,-1.440,-1.530,-0.09,32,
2000-09-10,Broncos,Falcons,2,4:44,4,9,ATL 38,27-0,Tom Rouen punts 24 yards,,0.720,0.280,-0.44,24,
2000-09-10,Falcons,Broncos,2,3:15,4,17,ATL 7,0-27,Dan Stryzinski punts 46 yards returned by Deltha O'Neal for 23 yards (tackle by Bob Christian). Penalty on Eric Brown: Offensive Holding 10 yards,,-2.490,-1.400,1.09,46,23
2000-09-10,Dolphins,Vikings,2,10:57,4,16,MIN 49,0-3,Matt Turk punts 38 yards fair catch by David Palmer,,0.000,0.370,.37,38,
2000-09-10,Vikings,Dolphins,2,5:31,4,5,MIN 45,3-0,Mitch Berger punts 49 yards. Penalty on MIA: Offensive Holding 3 yards,,-0.390,0.380,.77,49,
2000-09-10,Dolphins,Vikings,2,4:12,4,12,MIA 1,0-3,Matt Turk punts 62 yards returned by David Palmer for 7 yards (tackle by Larry Izzo),,-2.490,-1.860,.63,62,7
2000-09-10,Titans,Chiefs,2,12:35,4,10,OTI 1,0-0,Craig Hentrich punts 46 yards,,-2.490,-2.520,-0.03,46,
2000-09-10,Chiefs,Titans,2,10:50,4,6,OTI 32,0-0,Todd Sauerbrun punts 23 yards fair catch by Derrick Mason,,1.250,0.380,-0.87,23,
2000-09-10,Chiefs,Titans,2,1:08,4,4,KAN 31,0-7,Todd Sauerbrun punts 41 yards,,-1.310,-0.810,.50,41,
2000-09-10,Eagles,Giants,2,10:28,4,8,PHI 41,0-6,Sean Landeta punts 52 yards,,-0.650,0.380,1.03,52,
2000-09-10,Giants,Eagles,2,8:26,4,8,NYG 19,6-0,Brad Maynard punts 31 yards. Penalty on NYG: Ineligible Downfield Kick (Declined),,-2.140,-2.260,-0.12,31,
2000-09-10,Eagles,Giants,2,0:45,4,12,PHI 18,3-13,Sean Landeta punts 39 yards (tackle by Damon Moore),,-2.240,-2.790,-0.55,39,15
2000-09-10,Jaguars,Ravens,2,13:51,4,3,RAV 50,17-7,Bryan Barker punts 50 yards touchback,,-0.060,-0.280,-0.22,50,
2000-09-10,Ravens,Jaguars,2,10:23,4,4,JAX 43,7-17,Kyle Richardson punts 33 yards fair catch by Reggie Barlow,,0.400,0.380,-0.02,33,
2000-09-10,Ravens,Jaguars,2,1:53,4,11,RAV 19,7-20,Kyle Richardson punts 49 yards returned by Reggie Barlow for 10 yards (tackle by Brad Jackson),,-2.140,-1.730,.41,49,10
2000-09-10,Chargers,Saints,2,10:48,4,13,SDG 35,10-7,Darren Bennett punts 47 yards (tackle by Rogers Beckett),,-1.040,-2.190,-1.15,47,31
2000-09-10,Seahawks,Rams,2,15:00,4,7,SEA 45,3-3,Jeff Feagles punts 38 yards fair catch by Az-Zahir Hakim,,-0.390,0.060,.45,38,
2000-09-10,Seahawks,Rams,2,2:00,4,17,SEA 31,10-6,Jeff Feagles punts 37 yards fair catch by Az-Zahir Hakim,,-1.310,-1.070,.24,37,
2000-09-10,49ers,Panthers,2,7:02,4,1,SFO 33,0-21,Chad Stanley punts 29 yards fair catch by Eric Davis,,-1.180,-1.470,-0.29,29,
2000-09-10,49ers,Panthers,2,1:23,4,15,SFO 47,0-28,Chad Stanley punts 43 yards returned by Eric Davis for 20 yards (tackle by Terry Jackson). Penalty on Terry Jackson: Face Mask (15 Yards) (Offsetting) Penalty on Kory Minor: Unnecessary Roughness (Offsetting),,-0.260,-0.940,-0.68,43,20
2000-09-10,Bears,Buccaneers,2,8:53,4,3,CHI 16,0-3,Brent Bartholomew punts 40 yards returned by Karl Williams for -2 yards (tackle by Frankie Smith),,-2.390,-1.730,.66,40,-2
2000-09-11,Jets,Patriots,2,10:12,4,7,NYJ 37,7-9,Tom Tupa punts 51 yards returned by Troy Brown for 21 yards (tackle by Fred Baxter),,-0.910,-1.140,-0.23,51,21
2000-09-11,Patriots,Jets,2,6:51,4,10,NYJ 43,9-7,Lee Johnson punts 43 yards touchback,,0.400,-0.280,-0.68,43,
2000-09-11,Jets,Patriots,2,6:07,4,20,NYJ 10,7-9,Tom Tupa punts 62 yards returned by Troy Brown for 38 yards (tackle by Fred Baxter),,-2.490,-3.310,-0.82,62,38
2000-09-11,Jets,Patriots,2,1:49,4,15,NYJ 49,7-12,Tom Tupa punts 51 yards touchback,,-0.130,-0.280,-0.15,51,
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-10,Bills,Packers,3,6:08,4,2,BUF 41,17-7,Chris Mohr punts 41 yards returned by Allen Rossum for 5 yards (tackle by Jay Foreman). Allen Rossum fumbles recovered by Ethan Albright at GNB-23 and returned for 19 yards,0,-0.650,6.280,6.93,41,5
2000-09-10,Packers,Bills,3,2:44,4,7,GNB 28,7-20,Josh Bidwell punts 49 yards returned by Chris Watson for 4 yards (tackle by Chris Gizzi),,-1.500,-0.740,.76,49,4
2000-09-10,Bengals,Browns,3,13:32,4,7,CIN 26,7-14,Daniel Pope punts 37 yards,,-1.630,-1.400,.23,37,
2000-09-10,Colts,Raiders,3,2:54,4,15,CLT 20,24-24,Hunter Smith punts 59 yards returned by David Dunn for 25 yards (tackle by Ratcliff Thomas),,-2.030,-1.990,.04,59,25
2000-09-10,Falcons,Broncos,3,9:53,4,6,ATL 38,7-42,Dan Stryzinski punts 45 yards returned by Deltha O'Neal for 28 yards (tackle by Dan Stryzinski),,-0.850,-1.930,-1.08,45,28
2000-09-10,Broncos,Falcons,3,6:26,4,10,ATL 39,42-7,Tom Rouen punts 39 yards touchback. Penalty on Glenn Cadrez: Offensive Holding (Declined),,0.660,-0.280,-0.94,39,
2000-09-10,Broncos,Falcons,3,1:41,4,10,DEN 20,42-14,Tom Rouen punts 50 yards returned by Tim Dwight for 7 yards (tackle by George Coghill),,-2.030,-1.400,.63,50,7
2000-09-10,Redskins,Lions,3,14:53,4,5,DET 50,7-6,Tommy Barnhardt punts 37 yards fair catch by Desmond Howard,,-0.060,0.320,.38,37,
2000-09-10,Dolphins,Vikings,3,8:10,4,9,MIN 44,0-3,Matt Turk punts 44 yards touchback,,0.330,-0.280,-0.61,44,
2000-09-10,Vikings,Dolphins,3,5:51,4,8,MIA 41,3-0,Mitch Berger punts 21 yards fair catch by Jeff Ogden,,0.530,-0.280,-0.81,21,
2000-09-10,Dolphins,Vikings,3,2:15,4,9,MIN 45,0-3,Matt Turk punts 39 yards,,0.270,0.380,.11,39,
2000-09-10,Titans,Chiefs,3,15:00,4,5,OTI 45,7-7,Craig Hentrich punts 40 yards fair catch by Larry Parker,,-0.390,0.220,.61,40,
2000-09-10,Jaguars,Ravens,3,12:25,4,15,JAX 18,23-15,Bryan Barker punts 43 yards,,-2.240,-1.530,.71,43,
2000-09-10,Chargers,Saints,3,12:59,4,11,SDG 48,24-13,Darren Bennett punts 38 yards (tackle by Rogers Beckett),,-0.190,-0.610,-0.42,38,11
2000-09-10,Chargers,Saints,3,1:22,4,3,SDG 23,24-19,Darren Bennett punts 49 yards returned by Chad Morton for 51 yards (tackle by Kenny Bynum),,-1.830,-4.170,-2.34,49,51
2000-09-10,49ers,Panthers,3,3:33,4,5,SFO 45,7-38,Chad Stanley punts 55 yards touchback,,-0.390,-0.280,.11,55,
2000-09-10,Bears,Buccaneers,3,12:53,4,8,CHI 48,0-20,Brent Bartholomew punts 42 yards fair catch by Karl Williams,,-0.190,0.380,.57,42,
2000-09-10,Bears,Buccaneers,3,7:56,4,10,CHI 25,0-27,Brent Bartholomew punts 33 yards fair catch by Karl Williams,,-1.700,-1.730,-0.03,33,
2000-09-10,Bears,Buccaneers,3,6:07,4,2,CHI 28,0-34,Brent Bartholomew punts 41 yards returned by Karl Williams for 16 yards (tackle by Patrick Mannelly),,-1.500,-2.060,-0.56,41,16
2000-09-10,Buccaneers,Bears,3,4:21,4,4,CHI 47,34-0,Mark Royals punts 47 yards touchback,,0.130,-0.280,-0.41,47,
2000-09-10,Bears,Buccaneers,3,0:47,4,10,CHI 30,0-34,Brent Bartholomew punts 37 yards returned by Karl Williams for 2 yards (tackle by Warrick Holdman),,-1.370,-1.270,.10,37,2
2000-09-11,Jets,Patriots,3,6:16,4,8,NYJ 45,7-12,Tom Tupa punts 46 yards fair catch by Troy Brown,,-0.390,0.380,.77,46,
2000-09-11,Patriots,Jets,3,2:19,4,6,NWE 24,12-7,Lee Johnson punts 37 yards,,-1.770,-1.530,.24,37,
2000-09-11,Jets,Patriots,3,1:23,4,15,NYJ 34,7-12,Tom Tupa punts 41 yards returned by Troy Brown for 3 yards (tackle by Dwayne Gordon),,-1.110,-0.810,.30,41,3
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-11,Patriots,Jets,4,2:42,4,12,NYJ 44,19-14,Lee Johnson punts 25 yards returned by Dedric Ward for 5 yards (tackle by Tony George). Dedric Ward fumbles recovered by Tony Scott at NYJ-28,-4,0.330,-0.810,-1.14,25,5
2000-09-10,Packers,Bills,4,10:23,4,19,GNB 22,10-27,Josh Bidwell punts 31 yards fair catch by Chris Watson,,-1.900,-2.060,-0.16,31,
2000-09-10,Bills,Packers,4,8:48,4,7,BUF 50,27-10,Chris Mohr punts 39 yards fair catch by Allen Rossum,,-0.060,0.370,.43,39,
2000-09-10,Packers,Bills,4,7:27,4,13,GNB 8,10-27,Josh Bidwell punts 46 yards fair catch by Chris Watson,,-2.490,-1.990,.50,46,
2000-09-10,Bills,Packers,4,5:14,4,7,BUF 49,27-10,Chris Mohr punts 31 yards fair catch by Allen Rossum,,-0.130,-0.280,-0.15,31,
2000-09-10,Bills,Packers,4,2:00,4,10,GNB 42,27-10,Chris Mohr punts 42 yards touchback,,0.460,-0.280,-0.74,42,
2000-09-10,Browns,Bengals,4,7:31,4,4,CLE 20,24-7,Chris Gardocki punts 41 yards returned by Craig Yeast for no gain,,-2.030,-1.530,.50,41,
2000-09-10,Bengals,Browns,4,6:43,4,15,CIN 34,7-24,Daniel Pope punts 41 yards fair catch by Dennis Northcutt,,-1.110,-0.610,.50,41,
2000-09-10,Browns,Bengals,4,4:50,4,9,CLE 26,24-7,Chris Gardocki punts 46 yards returned by Craig Yeast for 7 yards (tackle by Ryan Kuehl). Penalty on CIN: Illegal Block Above the Waist 10 yards,,-1.630,-0.280,1.35,46,7
2000-09-10,Browns,Bengals,4,0:38,4,15,CLE 19,24-7,Chris Gardocki punts 51 yards returned by Craig Yeast for 10 yards (tackle by Tarek Saleh),,-2.140,-1.600,.54,51,10
2000-09-10,Colts,Raiders,4,14:26,4,1,CLT 32,24-31,Hunter Smith punts 56 yards returned by David Dunn for 11 yards (tackle by Ratcliff Thomas),,-1.240,-0.480,.76,56,11
2000-09-10,Raiders,Colts,4,3:00,4,4,RAI 26,38-31,Shane Lechler punts 44 yards returned by Payton Williams for 6 yards (tackle by Zack Crockett),,-1.630,-1.330,.30,44,6
2000-09-10,Cowboys,Cardinals,4,4:14,4,8,DAL 36,31-26,Micah Knorr punts 56 yards returned by Mac Cody for 7 yards (tackle by Chris Brazzell),,-0.980,0.220,1.20,56,7
2000-09-10,Falcons,Broncos,4,11:52,4,18,DEN 41,14-42,Dan Stryzinski punts 34 yards fair catch by Terrell Buckley,,0.530,0.380,-0.15,34,
2000-09-10,Broncos,Falcons,4,10:14,4,6,DEN 11,42-14,Tom Rouen punts 44 yards returned by Tim Dwight for 25 yards (tackle by Steve Russ),,-2.490,-3.580,-1.09,44,25
2000-09-10,Broncos,Falcons,4,5:29,4,11,DEN 5,42-14,Tom Rouen punts 60 yards returned by Tim Dwight for 18 yards (tackle by Tom Rouen). Penalty on ATL: Offensive Holding 10 yards,,-2.490,-1.800,.69,60,18
2000-09-10,Redskins,Lions,4,6:12,4,9,WAS 43,10-15,Tommy Barnhardt punts 43 yards returned by Desmond Howard for 6 yards (tackle by Dan Wilkinson),,-0.520,-0.280,.24,43,6
2000-09-10,Lions,Redskins,4,2:55,4,8,DET 49,15-10,John Jett punts 40 yards,,-0.130,0.370,.50,40,
2000-09-10,Dolphins,Vikings,4,9:27,4,10,MIN 39,0-6,Matt Turk punts 30 yards fair catch by David Palmer,,0.660,0.380,-0.28,30,
2000-09-10,Vikings,Dolphins,4,7:53,4,4,MIN 15,6-0,Mitch Berger punts 55 yards returned by Leslie Shepherd for 8 yards (tackle by Moe Williams),,-2.440,-1.470,.97,55,8
2000-09-10,Dolphins,Vikings,4,7:04,4,17,MIA 31,0-6,Matt Turk punts 48 yards returned by David Palmer for -1 yards (tackle by Ray Hill),,-1.310,-0.280,1.03,48,-1
2000-09-10,Dolphins,Vikings,4,3:58,4,5,MIA 16,0-6,Matt Turk punts 38 yards. Penalty on Jerry Wilson: Illegal Substitution (Declined),,-2.390,-1.990,.40,38,
2000-09-10,Titans,Chiefs,4,14:20,4,11,KAN 37,7-14,Craig Hentrich punts 37 yards touchback,,0.790,-0.280,-1.07,37,
2000-09-10,Chiefs,Titans,4,7:44,4,13,KAN 33,14-7,Todd Sauerbrun punts 51 yards returned by Derrick Mason for 8 yards (tackle by Gary Stills),,-1.180,-0.540,.64,51,8
2000-09-10,Chiefs,Titans,4,2:59,4,9,KAN 27,14-7,Todd Sauerbrun punts 42 yards (tackle by Larry Parker),,-1.570,-1.860,-0.29,42,13
2000-09-10,Chiefs,Titans,4,0:12,4,17,OTI 50,14-14,Todd Sauerbrun punts 36 yards,,-0.060,0.280,.34,36,
2000-09-10,Jaguars,Ravens,4,15:00,4,15,JAX 41,26-22,Bryan Barker punts 21 yards,,-0.650,-1.470,-0.82,21,
2000-09-10,Ravens,Jaguars,4,11:16,4,21,RAV 41,22-26,Kyle Richardson punts 49 yards returned by Reggie Barlow for -1 yards (tackle by Corey Harris),,-0.650,0.380,1.03,49,-1
2000-09-10,Ravens,Jaguars,4,2:53,4,10,RAV 25,32-29,Kyle Richardson punts 45 yards returned by Reggie Barlow for 9 yards (tackle by Anthony Davis),,-1.700,-1.530,.17,45,9
2000-09-10,Saints,Chargers,4,7:34,4,10,NOR 15,22-24,Toby Gowin punts 37 yards returned by Nate Jacquet for 17 yards (tackle by Darren Perry). Penalty on NOR: Ineligible Downfield Kick (Declined),,-2.440,-3.250,-0.81,37,17
2000-09-10,Rams,Seahawks,4,7:40,4,2,RAM 48,27-27,John Baker punts 33 yards fair catch by Charlie Rogers,,-0.190,-0.150,.04,33,
2000-09-10,Panthers,49ers,4,14:56,4,6,CAR 35,38-7,Ken Walter punts 34 yards returned by Kevin Williams for 16 yards (tackle by Karl Hankton). Penalty on Deveron Harper: Unnecessary Roughness 15 yards,,-1.040,-3.050,-2.01,34,16
2000-09-10,Panthers,49ers,4,8:04,4,14,CAR 35,38-14,Ken Walter punts 36 yards,,-1.040,-0.870,.17,36,
2000-09-10,Panthers,49ers,4,2:50,4,12,CAR 1,38-14,Ken Walter punts 24 yards,,-2.490,-3.910,-1.42,24,
2000-09-10,Buccaneers,Bears,4,2:00,4,15,CHI 35,41-0,Mark Royals punts 35 yards touchback,,0.970,-0.280,-1.25,35,
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-17,Falcons,Panthers,1,4:24,4,6,ATL 24,3-0,Dan Stryzinski punts 43 yards returned by Jimmy Hitchcock for no gain. Jimmy Hitchcock fumbles recovered by Gary Downs at CAR-33,0,-1.770,3.380,5.15,43,
2000-09-17,Falcons,Panthers,1,15:00,4,3,ATL 47,0-0,Dan Stryzinski punts 34 yards fair catch by Eric Davis,,-0.260,-0.150,.11,34,
2000-09-17,Bears,Giants,1,7:49,4,6,NYG 41,0-7,Brent Bartholomew punts 26 yards fair catch by Tiki Barber,,0.530,0.220,-0.31,26,
2000-09-17,Giants,Bears,1,2:47,4,5,CHI 43,7-0,Brad Maynard punts 22 yards,,0.400,-0.340,-0.74,22,
2000-09-17,Steelers,Browns,1,9:11,4,17,PIT 17,0-7,Josh Miller punts 49 yards returned by Dennis Northcutt for 5 yards (tackle by Chris Fuamatu-Ma'afala),,-2.320,-1.530,.79,49,5
2000-09-17,Buccaneers,Lions,1,12:35,4,10,TAM 49,0-3,Mark Royals punts 48 yards,,-0.130,0.380,.51,48,
2000-09-17,Lions,Buccaneers,1,8:55,4,7,DET 6,3-0,John Jett punts 54 yards returned by Karl Williams for 42 yards (tackle by Jimmy Wyrick),,-2.490,-4.370,-1.88,54,42
